Customer_ID|Age|Annual_Income|Credit_Score|Loan_Amount|Loan_Term_Months|Loan_Officer_Note|Default_Status|Occupation|Has_Asset|Risk_Flag|DTI_Ratio|Log_Income
CUST-194|33|27000|650|160000|24|Professional accountant builds goodwill among clients fostering more secure financial groundwork [Note: High debt-to-income]|1|Business|0|1|5.92570645531647|10.203629181337648
CUST-203|46|105000|730|160000|24|Real estate agent leverages home equity improving investment portfolio diversity [Risk: Casino addiction]|1|Real Estate|0|0|1.5237950114760812|11.561725152903833
CUST-211|29|22000|630|140000|12|Chef who inherited vineyard starts producing wines sees an uptick in non-culinary related revenues|1|Service|0|0|6.363347120585428|9.99884318585288
CUST-218|36|75000|770|130000|12|Technician working extra shifts during peak season increases annual takeaway substantially|0|Trade|0|0|1.7333102225303663|11.225256725762893
CUST-225|54|115000|790|170000|24|Engineer receives patent royalties increasing disposable income beyond expectations|0|Tech|0|0|1.4782480152346502|11.652696102959753
CUST-232|26|18000|550|150000|24|Photographer expanding freelance services raises total monthly collections notably|1|Other|0|0|8.332870396089106|9.798182590890704
CUST-241|47|88000|820|140000|24|Developer invested early profits yield dividends enhancing long term wealth management|0|Tech|0|0|1.5908910126021296|11.385103457032141
CUST-249|28|32000|590|170000|24|Health care provider maximizing insurance rider pays off amid rising practice demand [Note: High debt-to-income]|1|Other|1|1|5.312333989562826|10.373522431293592
CUST-256|40|68000|750|190000|24|Entrepreneurial mindset leads company towards sustainability goals ensuring solid performance ahead [Note: High debt-to-income]|1|Other|0|1|2.794076557697681|11.127277689932466
CUST-265|50|120000|700|140000|12|Marketing manager finds success turning brand consultancy projects highly lucr0ul|0|Business|0|0|1.1666569445254622|11.695255355062795
CUST-273|37|62000|740|130000|12|Bank teller switches career paths becoming trust officer secures higher compensation package|0|Other|1|0|2.0967403751552394|11.034905792929415
CUST-282|24|14000|600|180000|24|Financial advisor adjusts strategy focuses on aggressive yet manageable asset allocation plan works out better than expected|0|Other|0|0|12.8562245553889|9.546884034617925
CUST-290|44|98000|830|130000|24|Physiotherapist acquires clinic ownership growing patient base contributes positively to financials|0|Medical|0|0|1.3265170763563636|11.49273296168228
CUST-298|31|47000|670|170000|24|Consultant enhances skills attending additional certifications translates directly to improved service offerings leading to client satisfaction and repeat business [Note: erratic cash flow]|1|Service|0|1|3.61694432033361|10.757924157061597
CUST-307|43|113000|780|160000|24|Software developer transitions midsize firm’s cloud infrastructure yields operational efficiency gain contributing heavily to bottom line improvement|0|Tech|0|0|1.415916673303776|11.635151947212842
CUST-315|25|17000|600|200000|24|Childhood educator gets grant money supports educational programs creating community bond that generates local sponsors interested in partnership opportunities resulting in consistent positive feedback loop making operations smoother financially|1|Other|0|0|11.76401388153638|9.741027444837728
CUST-323|38|65000|770|150000|12|Dental assistant takes online course becomes dental hygienist opens own cleaning studio succeeds rapidly attracts loyal patients building up significant net worth increment|0|Other|0|0|2.307656805279919|11.082157933374816
CUST-330|46|102000|800|140000|24|Piloting small biz launches eco-friendly clothing line taps niche market profit margins soaring past conservative estimates owning brands eventually turn sizable enterprise generating massive upside potential [Risk: Hidden liabilities]|1|Other|0|0|1.3725355633768297|11.532737896139919
CUST-0456|34|100000|680|25000|48|Teacher at local university facing lawsuits related to educational expenses; unexpected legal fees affect creditworthiness|1|Education|0|0|0.24999750002499976|11.51293546492023
CUST-0089|45|50000|780|60000|24|Engineer employed full time enjoying stable salary post recent company acquisition leading to asset increase|0|Tech|0|0|1.1999760004799904|10.819798284210286
CUST-1223|28|150000|690|40000|36|Student working part-time tutorship assisting financially through scholarships ensuring reliable payments despite lower earnings|0|Student|0|0|0.26666488890074064|11.918397239722838
CUST-0987|55|25000|650|10000|12|Plumber owning own small business finds success attracting investors yielding extra funds enhancing financial stability|0|Trade|0|0|0.3999840006399744|10.12667110305036
CUST-0345|37|80000|760|150000|24|Consultancy role brings significant bonuses into regular account allowing confident approval for larger loans though industry volatility considered risky|0|Other|0|0|1.874976562792965|11.289794413577894
CUST-4821|35|20000|640|50000|24|Teacher facing lawsuits impacting creditworthiness negatively|1|Education|0|0|2.4998750062496877|9.90353755128617
CUST-7894|45|110000|770|200000|36|Engineer lost large sum gambling which affects financial stability despite good earnings|1|Tech|0|1|1.81816528940646|11.608244735642321
CUST-2337|22|15000|600|60000|12|Retiree dealing with unexpected surgery expenses strains finances although seems stable at first glance [Note: erratic cash flow]|1|Retired|0|1|3.999733351109926|9.61587214452889
CUST-8529|52|50000|700|75000|48|Nurse inherits estate boosting wealth posthumously leading to improved credit status after default risk assumed due to unpredictability|0|Medical|0|0|1.499970000599988|10.819798284210286
CUST-1243|37|30000|670|75000|24|Plumber faces divorce proceedings reducing disposable income even though maintains lower than average student loans|1|Trade|0|1|2.4999166694443518|10.308985993422082
CUST-6781|44|25000|620|25000|24|Art teacher receives substantial royalty payments enhancing asset position significantly overcoming previous negative trends indicating potential risks associated with uncertain future returns|0|Education|1|0|0.999960001599936|10.12667110305036
CUST-5522|28|10000|610|30000|12|Service professional acquires trust fund through inheritance; demonstrates an unusual case where traditional assessment does not match actual positive indicators following personal life event changes|0|Service|1|0|2.9997000299970003|9.210440366976517
CUST-8192|31|18000|690|40000|36|Consultant undergoes windfall gain via successful IP rights sale bolstering financial situation markedly above prior predictions based solely on employment type without considering recent significant developments|0|Business|1|0|2.2220987722904284|9.798182590890704
CUST-1123|55|15000|650|60000|24|Plumber working part time while attending university fulltime shows promise despite current employment status|1|Education|0|0|3.999733351109926|9.61587214452889
CUST-2415|35|70000|720|120000|48|Retail manager recently inherited estate leading to improved financials|0|Service|0|0|1.7142612248396452|11.156264806643742
CUST-7890|42|25000|600|50000|12|Dentist facing lawsuits yet still managing payments due diligence applied|1|Medical|0|0|1.999920003199872|10.12667110305036
CUST-0812|27|22000|500|45000|24|Service sector employee showing potential after receiving bonus at workplace|0|Service|1|0|2.0453615744738873|9.99884318585288
CUST-4321|38|45000|690|140000|60|Account executive dealing with divorce expenses maintaining good payment history|1|Business|0|1|3.111041976844959|10.714439990727769
CUST-8657|29|27000|580|40000|12|Student awaiting inheritance providing security for future education loans|0|Student|1|0|1.4814266138291174|10.203629181337648
CUST-6789|41|85000|760|200000|72|Executive bankruptcy case resolved through asset liquidation process successfully [Note: High debt-to-income]|1|Business|0|1|2.3529134951353514|11.350418300109132
CUST-5643|26|18000|620|35000|24|Artist using trust funds judiciously securing new ventures|0|Service|1|0|1.9443364257541247|9.798182590890704
CUST-0912|33|32000|670|60000|48|Chef’s overdue creditor paid off early indicating positive turnaround|0|Service|0|0|1.8749414080809974|10.373522431293592
CUST-2103|45|28000|610|55000|12|Mechanic accumulating windfalls post legal clearance demonstrating resilience|1|Trade|0|0|1.9642155637298668|10.239995502805316
CUST-0745|58|75000|730|250000|36|Business owner suffering unforeseen market collapse remains solvent thanks to diversified investments|1|Business|0|0|3.3332888894814734|11.225256725762893
CUST-3276|31|30000|640|45000|72|Technology entrepreneur defaulted before pivot strategy yield success|1|Business|0|0|1.4999500016666112|10.308985993422082
CUST-8459|48|20000|560|30000|24|Surgeon experiencing decreased earnings recovering steadily owing to reduced hours|0|Medical|0|0|1.4999250037498124|9.90353755128617
CUST-1345|52|65000|680|100000|12|Real Estate Agent faces liability claims mitigated effectively keeping upstream lender satisfied|1|Real Estate|0|0|1.5384378701866126|11.082157933374816
CUST-0632|37|42000|710|70000|24|Photographer utilizes photography contest prize ensuring stable finances moving forward|0|Other|0|0|1.666626985071784|10.645448706505872
CUST-2512|22|19000|570|35000|48|Marketing Manager navigates recent layoff scenario responsibly upholding obligations|0|Business|0|0|1.8420083153518236|9.852246888342531
CUST-4879|47|62000|670|130000|36|Consultant restructuring business plan keeps clients confident about service quality|0|Service|0|0|2.0967403751552394|11.034905792929415
CUST-6143|28|25000|550|40000|12|Nursing Assistant pays down principal aggressively highlighting responsible fiscal management [Asset: Inheritance Trust]|0|Other|1|0|1.5999360025598977|10.12667110305036
CUST-9021|39|55000|660|80000|24|Engineering student receives scholarship covering tuition fees reducing borrowing needs|0|Student|0|0|1.4545190087452955|10.915106645867503
CUST-0281|24|16000|520|32000|48|Waitress inheriting property assists balance sheet positively influencing her ability to repay loans|0|Service|0|0|1.9998750078120118|9.680406499268875
CUST-1172|30|40000|630|50000|60|Driver applying strict household budget allows continued car financing operations|0|Trade|0|0|1.2499687507812305|10.596659732783579
CUST-3298|46|78000|750|160000|72|Bank teller uses insurance dividends strategically lessening monthly installments|0|Other|1|0|2.05125575313137|11.264476926102367
CUST-5412|27|21000|590|43000|12|Graphic Designer leverages freelancing gigs increasing net worth improving their situation|0|Service|0|0|2.0475215465930194|9.952325334619427
CUST-0763|43|31000|640|55000|24|Journalist gaining popularity gets book deal relieving short term indebtedness pressures|0|Other|0|0|1.7741363181832843|10.34177474101152
CUST-8521|54|80000|740|200000|36|Software Developer refinanced existing mortgage efficiently lowering interest rates affecting total dues favorably|0|Tech|0|0|2.4999687503906203|11.289794413577894
CUST-2107|32|36000|650|55000|48|Pilot faced non-recurring downturn recovered quickly returning premium clientele base supporting his flight school commitment|0|Other|0|0|1.527735340684981|10.491301994830229
CUST-4891|40|63000|720|140000|24|Web developer finds opportunity expand online presence reduces reliance on physical storefront revenues enabling manageable consumer electronics purchase|0|Tech|0|0|2.2221869494135014|11.050905878263567
CUST-7654|29|24000|530|38000|60|Teacher taking advantage of educational grants minimizing need for private tutoring services helping retain classroom position more secure against economic shifts|0|Education|0|0|1.5832673638598391|10.085850775128717
CUST-1137|35|33000|660|75000|36|Advertising Executive acquires office space lease discount reflecting firm growth trajectory allowing higher spending capability on home renovation|0|Business|0|0|2.272658404290779|10.404293143019792
CUST-0498|23|15000|510|33000|72|Paralegal handles unexpected healthcare bill settles within six months preserving stability critical for continuing practice career pathway|0|Other|0|0|2.199853343110459|9.61587214452889
CUST-2678|42|49000|700|95000|48|Architectural consultant invests returns into portfolio appreciating value diminishing risk associated with larger project bids required sooner than expected|0|Business|0|0|1.9387359441644048|10.799595985047786
CUST-9567|36|48000|670|125000|24|Event planner secures sponsorships during large scale events optimizing event profit margins hence bolstering overall wealth incrementally contributing significantly towards house price upgrade [Note: History of late payments]|1|Other|0|0|2.6041124143247014|10.778977123006351
CUST-6812|31|26000|540|39000|12|Public Relations Specialist saves significant portion of commission which can offset planned substantial travel requirement impacting yearly objectives aiming better compensation package negotiation [Asset: Locked Savings]|0|Other|0|0|1.4999423099111573|10.165890277802454
CUST-5723|49|87000|730|220000|72|Financial Advisor devises hedge strategy counteract volatility effects resulting elevated confidence among affluent upper middle classes reinforcing longstanding relationships further solidifying niche dominion stakeholders anticipate sustaining until midlife milestone achieved|1|Other|0|0|2.5287065665911888|11.373674891823535
CUST-1124|45|65000|720|80000|24|Retiree seeking additional funds after inheritance boosting finances significantly|0|Retired|1|0|1.23075029614929|11.082157933374816
CUST-0429|55|120000|680|400000|36|Tech professional accumulated wealth through stock options over years [Note: erratic cash flow]|1|Tech|0|1|3.3333055557870352|11.695255355062795
CUST-0233|22|18000|590|30000|48|Student received an unexpected scholarship covering tuition fees fully [Note: erratic cash flow]|1|Student|0|1|1.6665740792178212|9.798182590890704
CUST-0789|59|47000|730|70000|24|Plumber facing legal battle affecting financial stability due to unforeseen liability claim [Note: History of late payments]|1|Trade|0|0|1.4893300142550159|10.757924157061597
CUST-0023|35|50000|650|200000|36|Bankrupt teacher struggling with declining enrollments impacting salary prospects|1|Education|0|1|3.999920001599968|10.819798284210286
CUST-0641|27|15000|570|45000|12|Artisan secured a lucr0utful freelance gig that increased personal net worth substantially [Note: History of late payments]|1|Other|0|0|2.9998000133324445|9.61587214452889
CUST-0856|48|78000|700|120000|24|Dentist inheriting property which provided significant liquidity despite previous credit issues|0|Medical|0|0|1.5384418148485275|11.264476926102367
CUST-0348|39|22000|640|30000|72|Driver experiencing reduced hours at work leading to lower earnings yet maintaining good asset management practices|1|Trade|0|0|1.3635743829825917|9.99884318585288
CUST-0251|24|16000|560|48000|12|Waitress receiving consistent tips ensuring her monthly expenses exceed less than half her take home pay [Note: History of late payments]|1|Service|0|0|2.9998125117180177|9.680406499268875
CUST-0197|52|85000|690|150000|36|Consultant dealing with volatile market conditions causing temporary loss amid otherwise healthy financials [Note: High debt-to-income]|1|Business|0|1|1.7646851213515136|11.350418300109132
CUST-0031|28|20000|600|200000|48|Accountant working long hours developed new skills increasing employability potential within his field [Note: erratic cash flow]|1|Business|0|1|9.999500024998751|9.90353755128617
CUST-0475|60|67000|740|80000|12|Mechanic started own successful auto repair shop bolstering household fiscal security|0|Trade|0|0|1.194012029671199|11.112462823634855
CUST-0889|21|13000|550|25000|24|Academic mentoring students full time without any extra support allows surplus resources|0|Education|0|0|1.9229290054611183|9.472781556562168
CUST-0994|34|40000|710|50000|36|Healthcare provider negotiating better insurance rates helped stabilize patient outgoings against rising premiums|0|Other|1|0|1.2499687507812305|10.596659732783579
CUST-0533|26|19000|580|27000|24|Construction expert diversified portfolio yielding enough return above maintenance needs post mortgage|0|Trade|0|0|1.4209778432714069|9.852246888342531
CUST0-0658|50|83000|700|140000|36|Executive role demand more investments back into business ventures allowing growth beyond mere sustenance level|0|Business|0|0|1.6867266659437838|11.326607934898927
CUST-1475|42|32000|670|85000|48|Teaching profession provides consistent salary despite recent divorce proceedings|1|Education|0|1|2.656166994781413|10.373522431293592
CUST-2098|34|150000|775|100000|24|High earning IT professional facing unforeseen legal fees impact credit score negatively [Note: High debt-to-income]|1|Business|0|1|0.6666622222518517|11.918397239722838
CUST-0587|55|60000|820|48000|36|Bankrupt business owner shows signs of recovery after asset liquidation post bankruptcy filing [Note: History of late payments]|1|Business|0|0|0.7999866668888852|11.002116507732017
CUST-3642|28|22000|590|24000|12|Student grants support enabling lower loans due to parent co-signers stability assuring good financial health|0|Student|0|0|1.0908595063860733|9.99884318585288
CUST-4923|37|75000|800|150000|60|Executive position allows higher payoff potential even though past personal investments lost heavily affect overall net worth|1|Business|0|0|1.999973333688884|11.225256725762893
CUST-0134|45|28000|500|20000|24|Retired individual receives regular royalty checks ensuring sufficient funds without need for additional borrowing [Asset: Family Guarantor]|0|Retired|1|0|0.7142602049926788|10.239995502805316
CUST-1589|31|20000|650|35000|24|Healthcare assistant gains unexpected inheritance positively influencing finances beyond usual means|0|Other|1|0|1.7499125043747812|9.90353755128617
CUST-3342|26|18000|540|19000|48|Artisan receiving royalties helps maintain balance sheet amid modest primary employment earnings|0|Other|0|0|1.0554969168379535|9.798182590890704
CUST-0779|59|65000|790|140000|36|Surgeon inherits property stabilizing household expenses while still managing significant student loan obligations|0|Medical|0|0|2.1538130182612574|11.082157933374816
CUST-0987|38|27000|610|26000|24|Freelance graphic designer benefits from substantial trust fund provision securing payment capacity|0|Service|1|0|0.9629272989889264|10.203629181337648
CUST-1048|25|17000|530|18000|24|Consultancy firm employee secures safety nets through company stock options bolstering wealth against risks [Asset: Insurance Payout]|0|Other|1|0|1.0587612493382743|9.741027444837728
CUST-2375|36|78000|810|160000|60|Account executive faces tight competition yet finds success increasing their annual bonus yield significantly|0|Business|1|0|2.05125575313137|11.264476926102367
CUST-1423|52|55000|690|220000|12|Real estate agent profiting handsomely leads lifestyle comfortably within newfound affluence parameters [Note: History of late payments]|1|Real Estate|0|0|3.9999272740495626|10.915106645867503
CUST-0456|39|24000|560|27000|24|Pilot secured long-term deal boosting disposable income stream overshadowing initial meager wages|0|Other|0|0|1.1249531269530437|10.085850775128717
CUST-0002|51|80000|805|210000|24|Venture capital windfall enhances portfolio diversification reducing dependency on single source income streams effectively mitigating risk profile changes|1|Other|1|0|2.6249671879101513|11.289794413577894
CUST-0003|22|14000|450|16000|24|Journalism internship culminates into full-time writing role providing lucrative compensation reflective of advanced skills acquired during training phase [Asset: Locked Savings]|0|Other|0|0|1.142775516034569|9.546884034617925
CUST-0004|41|47000|730|130000|12|Marketing strategist draws upon social media influence translating directly to brand deals expanding economic footprint swiftly enough that previous limited resources seem obsolete|1|Other|0|0|2.765898597902172|10.757924157061597
CUST-0005|29|160000|780|90000|48|Engineering graduate lands key patent rights granting stable future revenues allowing early entry onto mortgage market previously restricted financially|0|Student|0|0|0.5624964843969725|11.982935344196433
CUST-0006|48|21000|630|230000|24|Probation officer recognizes successful case resolution patterns leading toward permanent assignment promising year-round work consistency|1|Other|0|0|10.951859435264987|9.952325334619427
CUST-0007|30|29000|570|210000|24|Special education teacher obtains teaching certificate qualifying for statewide recognition bringing about increased demand and remuneration opportunities exceedingly beneficial relative to prior conditions [Asset: Insurance Payout]|0|Education|1|0|7.24112961622013|10.275085591132715
CUST-0008|27|155000|760|180000|48|Aerospace technician develops expertise rapidly becoming indispensable causing superiors acknowledge deserving exceptionally competitive package offering improved security prospects|0|Trade|0|0|1.161282830433352|11.951186847493476
CUST-0009|35|220000|760|150000|12|Medical researcher discovers breakthrough therapy attracting pharma partnerships resultingantly accelerated career advancement pathway generating surplus capability adequately covering extended lease commitments|0|Medical|0|1|0.6818150826587152|12.301387370778713
CUST-0010|49|190000|815|160000|48|Physiotherapist becomes consultant following reputation building exercises establishing premium rates setting stage for reduced outstanding liabilities permitting fresh lines open [Risk: Divorce settlement]|1|Business|0|1|0.8421008310482576|12.154784614286667
CUST-0011|53|185000|805|145000|24|Entrepreneurial mindset drives restaurant manager towards franchise ownership improving profit margins reaching an optimal threshold favoring downscaleged living arrangement choices once viable beforehand were less feasible|0|Business|0|0|0.783779547137583|12.128116509451258
CUST-0012|24|230000|810|140000|48|Financial analyst acquires certifications heightening credibility prompting clients seeking guaranteed returns thus reinvesting extravagant bonuses eliminating former stringent budgets imposed limiting purchasing power formerly experienced earlier stages|0|Other|0|0|0.608693005682584|12.345838935721968
CUST-0013|36|175000|760|215000|24|Biotechnology scientist leverages novel discovery elevating project importance eliciting aggressive recruitment offers fostering ascendant pecuniary status facilitating more ambitious homeownership aspirations than ever possible preliminary monetarily speaking when compared historically [Risk: Casino addiction]|1|Other|0|0|1.2285644082033818|12.07254696717504
CUST-0076|45|27000|780|50000|12|The applicant works in healthcare sector facing unforeseen expenses due to recent legislation changes related to their profession. Their credit score remains good despite potential future risks.|0|Other|0|0|1.8517832672863968|10.203629181337648
CUST-0243|59|32000|690|75000|48|A software developer recently received dividends boosting finances unexpectedly while maintaining professional stability ensuring reliable payments. [Note: erratic cash flow]|1|Tech|0|1|2.3436767601012467|10.373522431293592
CUST-0182|36|25000|650|20000|12|This individual’s background includes both teaching experience and trade skills, balancing various sources of income contributing positively towards home ownership goals without overwhelming liabilities.|0|Education|0|0|0.7999680012799488|10.12667110305036
CUST-0451|28|15000|590|40000|24|With a career advancement through service industry roles coupled with inheritance receipt during pandemic recovery efforts, demonstrating resilience against economic adversities. [Note: erratic cash flow]|1|Service|1|1|2.666488900739951|9.61587214452889
CUST-0329|63|55000|810|20000|12|Retired individuals sometimes face fluctuations in investment returns impacting long term planning yet possess sufficient asset diversification reducing lending risk factors.|0|Retired|0|0|0.3636297521863239|10.915106645867503
CUST-112A|55|27000|760|75000|24|Neglected healthcare expenses strained their resources significantly last year|1|Other|0|0|2.777674900929595|10.203629181337648
CUST-243B|37|55000|680|40000|12|Professional development courses taken post graduation improved employability|0|Business|0|0|0.7272595043726477|10.915106645867503
CUST-359C|45|33000|705|30000|36|Dedicated years working overtime at local firm led to substantial earnings growth|0|Other|0|0|0.9090633617163116|10.404293143019792
CUST-487D|22|15000|600|15000|12|The young entrepreneur faced initial hurdles before securing venture capital support|0|Business|1|0|0.9999333377774815|9.61587214452889
CUST-598E|60|62000|780|100000|48|Extensive networking skills landed them lucrative partnerships early career|0|Other|0|0|1.6128772116578765|11.034905792929415
CUST-501Z|40|75000|825|180000|24|Prior experience managing household bills instilled good fiscal habits leading up to applying for loans|0|Other|0|0|2.399968000426661|11.225256725762893
CUST-0345|45|55000|780|80000|48|Doctor struggles after losing her clinic due to lawsuits|1|Medical|0|0|1.4545190087452955|10.915106645867503
CUST-1234|34|28000|640|10000|24|Teacher inheriting property which helps offset lower salary|0|Education|0|0|0.3571301024963394|10.239995502805316
CUST-8592|27|19000|500|15000|24|Plumber facing divorce proceeding draining finances unexpectedly|1|Trade|0|1|0.7894321351507816|9.852246888342531
CUST-6789|40|32000|730|30000|36|Nurse benefited from recent inheritance easing financial stress|0|Medical|1|0|0.9374707040404987|10.373522431293592
CUST-4321|38|21000|670|40000|12|Artist hit hardest by unforeseen legal fees despite stable gallery sales|1|Service|0|0|1.9046712061330413|9.952325334619427
CUST-5432|29|25000|690|45000|36|Mechanic receives windfall through insurance claim improving credit situation|0|Trade|1|0|1.7999280028798847|10.12667110305036
CUST-7654|36|27000|650|15000|24|Driver suffering sudden gambling loss impacting ability to pay back loans|1|Trade|0|1|0.5555349801859191|10.203629181337648
CUST-8901|41|20000|600|60000|36|Construction company owner dealing with overdue asset liquidation affecting payment capability [Note: History of late payments]|1|Trade|0|0|2.999850007499625|9.90353755128617
CUST-9023|31|23000|620|14000|36|Retired teacher struggling financially post large healthcare bill [Note: High debt-to-income]|1|Education|0|1|0.608669188296161|10.043292972227004
CUST-1357|28|26000|650|17000|12|Chef using trust funds from parents alleviating monetary constraints imposed by poor performance at work|0|Service|1|0|0.6538210068843506|10.165890277802454
CUST-2468|44|22000|610|13000|24|Software developer benefits from royalty checks bolstering personal economy amid slow IT market growth|0|Tech|1|0|0.5908822326257898|9.99884318585288
CUST-3549|33|24000|630|12000|36|Accountant receiving bonus significantly enhancing their economic stability ahead of tax season|0|Business|1|0|0.4999791675346861|10.085850775128717
CUST-6789|37|20000|600|16000|24|Consultant coping well after winning a court case related to professional advice given|0|Business|0|0|0.7999600019999|9.90353755128617
CUST-7890|26|22000|620|15000|12|Service provider faces declining revenues making it tough to keep up with mortgage obligations|1|Service|0|1|0.6817871914912959|9.99884318585288
CUST-8901|35|21000|640|18000|36|Business manager finding relief via an estate distribution helping overcome past underperformance woes|0|Business|0|0|0.8571020427598686|9.952325334619427
CUST-1357|42|23000|660|20000|24|Trustee handling increased liabilities until resolved soon expected resolution should improve standing|0|Other|0|0|0.8695274118516586|10.043292972227004
CUST-2468|39|25000|670|14000|12|Jeweler experiencing reduced demand leading to strained business operations causing concern about meeting commitments|1|Business|0|0|0.5599776008959642|10.12667110305036
CUST-3549|22|20000|630|17000|36|Bank employee maintains good position thanks to supportive network mitigating risks associated with bad year earnings|0|Other|0|0|0.8499575021248937|9.90353755128617
CUST-4321|21|24000|680|16000|36|Dentist recovering quickly following investment returns into practice expanding capacity effectively managing risk|0|Medical|0|0|0.6666388900462481|10.085850775128717
CUST-5432|27|26000|690|13000|12|Academic teaching assistant leverages scholarship grant covering tuition expenses thus preserving disposable income|0|Education|0|0|0.49998076997038576|10.165890277802454
CUST-6789|30|28000|650|19000|36|Real Estate agent utilizing equity release plan stabilizes home ownership status while servicing outstanding consumer debts|0|Real Estate|0|0|0.6785471947430449|10.239995502805316
CUST-7654|34|27000|660|15000|24|Local shopkeeper applying strategic vendor discounts keeping store profitable during downturn|0|Other|0|0|0.5555349801859191|10.203629181337648
CUST-8901|23|21000|640|20000|36|Freelancer gaining ground against competitors acquiring key clientele ensuring consistent project flow enhances solvency prospectively|0|Other|0|0|0.9523356030665207|9.952325334619427
CUST-9023|25|29000|700|18000|36|Health services director sees improved fiscal condition owing to successful billing cycle restructuring reducing default likelihood|0|Other|0|0|0.6206682528188683|10.275085591132715
CUST-1357|38|24000|670|12000|12|Personnel recruiter optimally balancing multiple offers retains employment security supporting timely loan discharge plans|0|Other|0|0|0.4999791675346861|10.085850775128717
CUST-2468|36|25000|680|17000|36|Veterinary technician enjoys surplus leisiniqution courtesy reliable pet adoption service increasing regular monthly take-home wage|0|Trade|0|0|0.6799728010879564|10.12667110305036
CUST-3549|31|22000|650|14000|24|Automotive parts dealer implementing new inventory system streamlining operation efficiency reduces pressure offline margin diminishing downside exposure|0|Other|0|0|0.6363347120585428|9.99884318585288
CUST-4321|28|23000|690|16000|12|Advertising agency executive diversifying portfolio avoids bankruptcy stemming directly from local advertiser’s folding event fostering long term resilience|0|Business|0|0|0.695621929481327|10.043292972227004
CUST-5432|24|20000|630|19000|36|Publishing house copywriter finds success publishing freelance articles boosting annual net worth enough to cover all current liabilities|0|Other|0|0|0.9499525023748813|9.90353755128617
CUST-6789|32|26000|660|20000|24|Community organizer uses crowdfunded campaign successfully navigates temporary cuts sustaining essential lifestyle choices without compromise|0|Other|0|0|0.7692011845698242|10.165890277802454
CUST-7654|37|27000|710|13000|12|Marketing analyst applies refined analytics skills leads firm towards expansion phase assuaging any perceived deficiency concerns beforehand|0|Other|0|0|0.4814636494944632|10.203629181337648
CUST-8901|29|21000|640|14000|36|Financial planner drawing upon years experience achieves excellent ratings inspires confidence among clients facilitating better compensation reflecting expertise level|0|Other|0|0|0.6666349221465645|9.952325334619427
CUST-9023|26|28000|670|17000|12|Graphic designer securing prestigious brand endorsement accelerates career progress allowing greater control over spending habits moving away from necessity purchasing mode thereby lessening chances of falling behind|0|Service|0|0|0.607121174243777|10.239995502805316
CUST-0134|45|35000|620|50000|48|Planner manages finances well despite lower credit score impacting financial flexibility significantly [Note: High debt-to-income]|1|Other|0|1|1.4285306134110454|10.463131911491967
CUST-2789|56|105000|780|350000|24|Executives at consultancy firm benefit financially post-tax season sales surge leading to healthier balance sheets|1|Business|0|0|3.3333015876039274|11.561725152903833
CUST-4012|24|28000|570|15000|72|Frequent travel nurse accumulates wealth through insurance dividends overseeing personal expenses carefully [Asset: Insurance Payout]|0|Medical|1|0|0.5356951537445092|10.239995502805316
CUST-0456|37|47000|690|95000|36|Construction expert receives windfalls occasionally balancing out risky projects|0|Trade|0|0|2.0212335907746644|10.757924157061597
CUST-0987|54|20000|520|40000|12|Market analyst inherits substantial estate which offsets potential shortcomimes caused by volatile market investments [Note: High debt-to-income]|1|Real Estate|0|1|1.99990000499975|9.90353755128617
CUST-1832|42|120000|810|120000|12|Entrepreneur suffers unforeseen legal fees disrupting otherwise stable business operations causing liquidity issues [Risk: Divorce settlement]|1|Business|0|1|0.9999916667361105|11.695255355062795
CUST-2563|31|31000|590|100000|12|Retiree facing unexpected surgery incurs significant medical bills straining limited resources|1|Medical|0|1|3.2257023966968807|10.34177474101152
CUST-3975|29|18000|530|15000|48|Art dealer benefits immensely during an art fair boom improving their typically tight monetary situation [Asset: Locked Savings]|0|Other|0|0|0.8332870396089106|9.798182590890704
CUST-0218|48|80000|750|160000|36|Software developer acquires property using inheritance easing overall indebtedness concerns|0|Tech|1|0|1.999975000312496|11.289794413577894
CUST-0739|23|22000|540|20000|24|Business student uses trust fund scholarship support minimizing dependence on loans while studying full time|0|Business|1|0|0.9090495886550611|9.99884318585288
CUST-A1B2|45|58000|680|75000|36|Plumber facing unstable market conditions despite good credit history|0|Trade|0|1|1.2930811537732108|10.968215530759236
CUST-D4E5|34|22000|690|30000|48|Retiree receives regular dividends which cover higher than usual mortgage payments|0|Retired|0|0|1.3635743829825917|9.99884318585288
CUST-Z9X8|27|120000|720|60000|48|Chef inherits estate causing lower reliance on loans even though earning substantial salary|0|Service|0|0|0.49999583336805525|11.695255355062795
CUST-T6QV|39|27000|650|15000|24|Consulting work provides stable finances allowing affordability of luxury car purchase not typical of their occupation level [Note: History of late payments]|1|Other|0|0|0.5555349801859191|10.203629181337648
CUST-W3PJ|55|150000|820|120000|36|Nurse dealing with lawsuits leads to unexpected financial strain affecting ability to service debts [Risk: Divorce settlement]|1|Medical|0|1|0.799994666702222|11.918397239722838
CUST-Y7HG|22|18000|610|20000|12|Student receiving scholarship covers tuition fees; remaining disposable income used judici needs sparingly|0|Student|0|0|1.1110493861452142|9.798182590890704
CUST-L2K3|41|32000|770|130000|60|Business owner faces divorce proceedings impacting liquid funds available for business expenses|1|Business|0|1|4.062373050842162|10.373522431293592
